field,type,nullable,comment,metadata
000126987,float,True,METHACRYLONITRILE,'metadata': {'comment': 'METHACRYLONITRILE'}
000127184,float,True,TETRACHLOROETHYLENE,'metadata': {'comment': 'TETRACHLOROETHYLENE'}
000131522,float,True,SODIUM PENTACHLOROPHENATE,'metadata': {'comment': 'SODIUM PENTACHLOROPHENATE'}
000132649,float,True,DIBENZOFURAN,'metadata': {'comment': 'DIBENZOFURAN'}
000133062,float,True,CAPTAN,'metadata': {'comment': 'CAPTAN'}
000133073,float,True,FOLPET,'metadata': {'comment': 'FOLPET'}
000133904,float,True,CHLORAMBEN,'metadata': {'comment': 'CHLORAMBEN'}
000136458,float,True,DIPROPYL ISOCINCHOMERONATE,'metadata': {'comment': 'DIPROPYL ISOCINCHOMERONATE'}
000137428,float,True,METHAM SODIUM,'metadata': {'comment': 'METHAM SODIUM'}
000139651,float,True,"4,4'-THIODIANILINE","'metadata': {'comment': '4,4'-THIODIANILINE'}"
000140885,float,True,ETHYL ACRYLATE,'metadata': {'comment': 'ETHYL ACRYLATE'}
000141322,float,True,BUTYL ACRYLATE,'metadata': {'comment': 'BUTYL ACRYLATE'}
000298000,float,True,METHYL PARATHION,'metadata': {'comment': 'METHYL PARATHION'}
000302012,float,True,HYDRAZINE,'metadata': {'comment': 'HYDRAZINE'}
000309002,float,True,ALDRIN,'metadata': {'comment': 'ALDRIN'}
000319846,float,True,ALPHA-HEXACHLOROCYCLOHEXANE,'metadata': {'comment': 'ALPHA-HEXACHLOROCYCLOHEXANE'}
000330552,float,True,LINURON,'metadata': {'comment': 'LINURON'}
000334883,float,True,DIAZOMETHANE,'metadata': {'comment': 'DIAZOMETHANE'}
000354234,float,True,"1,2-DICHLORO-1,1,2-TRIFLUOROETHANE","'metadata': {'comment': '1,2-DICHLORO-1,1,2-TRIFLUOROETHANE'}"
000357573,float,True,BRUCINE,'metadata': {'comment': 'BRUCINE'}
000460355,float,True,"3-CHLORO-1,1,1-TRIFLUOROPROPANE","'metadata': {'comment': '3-CHLORO-1,1,1-TRIFLUOROPROPANE'}"
000463581,float,True,CARBONYL SULFIDE,'metadata': {'comment': 'CARBONYL SULFIDE'}
000465736,float,True,ISODRIN,'metadata': {'comment': 'ISODRIN'}
000492808,float,True,C.I. SOLVENT YELLOW 34,'metadata': {'comment': 'C.I. SOLVENT YELLOW 34'}
000532274,float,True,2-CHLOROACETOPHENONE,'metadata': {'comment': '2-CHLOROACETOPHENONE'}
000541537,float,True,"2,4-DITHIOBIURET","'metadata': {'comment': '2,4-DITHIOBIURET'}"
000542756,float,True,"1,3-DICHLOROPROPYLENE","'metadata': {'comment': '1,3-DICHLOROPROPYLENE'}"
000554132,float,True,LITHIUM CARBONATE,'metadata': {'comment': 'LITHIUM CARBONATE'}
000556616,float,True,METHYL ISOTHIOCYANATE,'metadata': {'comment': 'METHYL ISOTHIOCYANATE'}
000563473,float,True,3-CHLORO-2-METHYL-1-PROPENE,'metadata': {'comment': '3-CHLORO-2-METHYL-1-PROPENE'}
000576261,float,True,"2,6-DIMETHYLPHENOL","'metadata': {'comment': '2,6-DIMETHYLPHENOL'}"
000593602,float,True,VINYL BROMIDE,'metadata': {'comment': 'VINYL BROMIDE'}
000636215,float,True,O-TOLUIDINE HYDROCHLORIDE,'metadata': {'comment': 'O-TOLUIDINE HYDROCHLORIDE'}
000639587,float,True,TRIPHENYLTIN CHLORIDE,'metadata': {'comment': 'TRIPHENYLTIN CHLORIDE'}
000684935,float,True,N-NITROSO-N-METHYLUREA,'metadata': {'comment': 'N-NITROSO-N-METHYLUREA'}
000709988,float,True,PROPANIL,'metadata': {'comment': 'PROPANIL'}
000759944,float,True,ETHYL DIPROPYLTHIOCARBAMATE,'metadata': {'comment': 'ETHYL DIPROPYLTHIOCARBAMATE'}
000812044,float,True,"1,1-DICHLORO-1,2,2-TRIFLUOROETHANE","'metadata': {'comment': '1,1-DICHLORO-1,2,2-TRIFLUOROETHANE'}"
000872504,float,True,N-METHYL-2-PYRROLIDONE,'metadata': {'comment': 'N-METHYL-2-PYRROLIDONE'}
000957517,float,True,DIPHENAMID,'metadata': {'comment': 'DIPHENAMID'}
000961115,float,True,TETRACHLORVINPHOS,'metadata': {'comment': 'TETRACHLORVINPHOS'}
000989388,float,True,C.I. BASIC RED 1,'metadata': {'comment': 'C.I. BASIC RED 1'}
001163195,float,True,DECABROMODIPHENYL OXIDE,'metadata': {'comment': 'DECABROMODIPHENYL OXIDE'}
001310732,float,True,SODIUM HYDROXIDE (SOLUTION),'metadata': {'comment': 'SODIUM HYDROXIDE (SOLUTION)'}
001314201,float,True,THORIUM DIOXIDE,'metadata': {'comment': 'THORIUM DIOXIDE'}
001335871,float,True,HEXACHLORONAPHTHALENE,'metadata': {'comment': 'HEXACHLORONAPHTHALENE'}
001582098,float,True,TRIFLURALIN,'metadata': {'comment': 'TRIFLURALIN'}
001717006,float,True,"1,1-DICHLORO-1-FLUOROETHANE","'metadata': {'comment': '1,1-DICHLORO-1-FLUOROETHANE'}"
001897456,float,True,CHLOROTHALONIL,'metadata': {'comment': 'CHLOROTHALONIL'}
001918021,float,True,PICLORAM,'metadata': {'comment': 'PICLORAM'}
001928434,float,True,"2,4-D 2-ETHYLHEXYL ESTER","'metadata': {'comment': '2,4-D 2-ETHYLHEXYL ESTER'}"
001929733,float,True,"2,4-D BUTOXYETHYL ESTER","'metadata': {'comment': '2,4-D BUTOXYETHYL ESTER'}"
001937377,float,True,C.I. DIRECT BLACK 38,'metadata': {'comment': 'C.I. DIRECT BLACK 38'}
001983104,float,True,TRIBUTYLTIN FLUORIDE,'metadata': {'comment': 'TRIBUTYLTIN FLUORIDE'}
002155706,float,True,TRIBUTYLTIN METHACRYLATE,'metadata': {'comment': 'TRIBUTYLTIN METHACRYLATE'}
002164070,float,True,DIPOTASSIUM ENDOTHALL,'metadata': {'comment': 'DIPOTASSIUM ENDOTHALL'}
002303164,float,True,DIALLATE,'metadata': {'comment': 'DIALLATE'}
002303175,float,True,TRIALLATE,'metadata': {'comment': 'TRIALLATE'}
002439012,float,True,CHINOMETHIONAT,'metadata': {'comment': 'CHINOMETHIONAT'}
002524030,float,True,DIMETHYL CHLOROTHIOPHOSPHATE,'metadata': {'comment': 'DIMETHYL CHLOROTHIOPHOSPHATE'}
002602462,float,True,C.I. DIRECT BLUE 6,'metadata': {'comment': 'C.I. DIRECT BLUE 6'}
002650182,float,True,"C.I. ACID BLUE 9, DIAMMONIUM SALT","'metadata': {'comment': 'C.I. ACID BLUE 9, DIAMMONIUM SALT'}"
002971382,float,True,"2,4-D CHLOROCROTYL ESTER","'metadata': {'comment': '2,4-D CHLOROCROTYL ESTER'}"
003118976,float,True,C.I. SOLVENT ORANGE 7,'metadata': {'comment': 'C.I. SOLVENT ORANGE 7'}
003383968,float,True,TEMEPHOS,'metadata': {'comment': 'TEMEPHOS'}
003761533,float,True,C.I. FOOD RED 5,'metadata': {'comment': 'C.I. FOOD RED 5'}
006459945,float,True,C.I. ACID RED 114,'metadata': {'comment': 'C.I. ACID RED 114'}
007440020,float,True,NICKEL,'metadata': {'comment': 'NICKEL'}
007440360,float,True,ANTIMONY,'metadata': {'comment': 'ANTIMONY'}
007440393,float,True,BARIUM,'metadata': {'comment': 'BARIUM'}
007440417,float,True,BERYLLIUM,'metadata': {'comment': 'BERYLLIUM'}
007550450,float,True,TITANIUM TETRACHLORIDE,'metadata': {'comment': 'TITANIUM TETRACHLORIDE'}
007637072,float,True,BORON TRIFLUORIDE,'metadata': {'comment': 'BORON TRIFLUORIDE'}
007664393,float,True,HYDROGEN FLUORIDE,'metadata': {'comment': 'HYDROGEN FLUORIDE'}
007664939,float,True,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),'metadata': {'comment': 'SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)'}
007726956,float,True,BROMINE,'metadata': {'comment': 'BROMINE'}
007782492,float,True,SELENIUM,'metadata': {'comment': 'SELENIUM'}
029082744,float,True,OCTACHLOROSTYRENE,'metadata': {'comment': 'OCTACHLOROSTYRENE'}
000079947,float,True,TETRABROMOBISPHENOL A,'metadata': {'comment': 'TETRABROMOBISPHENOL A'}
N150,float,True,DIOXIN AND DIOXIN-LIKE COMPOUNDS,'metadata': {'comment': 'DIOXIN AND DIOXIN-LIKE COMPOUNDS'}
000051796,float,True,URETHANE,'metadata': {'comment': 'URETHANE'}
000060344,float,True,METHYL HYDRAZINE,'metadata': {'comment': 'METHYL HYDRAZINE'}
000070304,float,True,HEXACHLOROPHENE,'metadata': {'comment': 'HEXACHLOROPHENE'}
000076879,float,True,TRIPHENYLTIN HYDROXIDE,'metadata': {'comment': 'TRIPHENYLTIN HYDROXIDE'}
000079469,float,True,2-NITROPROPANE,'metadata': {'comment': '2-NITROPROPANE'}
000087865,float,True,PENTACHLOROPHENOL,'metadata': {'comment': 'PENTACHLOROPHENOL'}
000096184,float,True,"1,2,3-TRICHLOROPROPANE","'metadata': {'comment': '1,2,3-TRICHLOROPROPANE'}"
000100447,float,True,BENZYL CHLORIDE,'metadata': {'comment': 'BENZYL CHLORIDE'}
000106990,float,True,"1,3-BUTADIENE","'metadata': {'comment': '1,3-BUTADIENE'}"
000118741,float,True,HEXACHLOROBENZENE,'metadata': {'comment': 'HEXACHLOROBENZENE'}
000123386,float,True,PROPIONALDEHYDE,'metadata': {'comment': 'PROPIONALDEHYDE'}
000135206,float,True,CUPFERRON,'metadata': {'comment': 'CUPFERRON'}
000150505,float,True,MERPHOS,'metadata': {'comment': 'MERPHOS'}
000528290,float,True,O-DINITROBENZENE,'metadata': {'comment': 'O-DINITROBENZENE'}
000081492,float,True,"1-AMINO-2,4-DIBROMOANTHRAQUINONE","'metadata': {'comment': '1-AMINO-2,4-DIBROMOANTHRAQUINONE'}"
003296900,float,True,"2,2-BIS(BROMOMETHYL)-1,3-PROPANEDIOL","'metadata': {'comment': '2,2-BIS(BROMOMETHYL)-1,3-PROPANEDIOL'}"
000110009,float,True,FURAN,'metadata': {'comment': 'FURAN'}
000556525,float,True,GLYCIDOL,'metadata': {'comment': 'GLYCIDOL'}
000078795,float,True,ISOPRENE,'metadata': {'comment': 'ISOPRENE'}
000093152,float,True,METHYLEUGENOL,'metadata': {'comment': 'METHYLEUGENOL'}
000091236,float,True,O-NITROANISOLE,'metadata': {'comment': 'O-NITROANISOLE'}
000075525,float,True,NITROMETHANE,'metadata': {'comment': 'NITROMETHANE'}
000077098,float,True,PHENOLPHTHALEIN,'metadata': {'comment': 'PHENOLPHTHALEIN'}
000116143,float,True,TETRAFLUOROETHYLENE,'metadata': {'comment': 'TETRAFLUOROETHYLENE'}
000509148,float,True,TETRANITROMETHANE,'metadata': {'comment': 'TETRANITROMETHANE'}
000075025,float,True,VINYL FLUORIDE,'metadata': {'comment': 'VINYL FLUORIDE'}
007783064,float,True,HYDROGEN SULFIDE,'metadata': {'comment': 'HYDROGEN SULFIDE'}
N530,float,True,NONYLPHENOL,'metadata': {'comment': 'NONYLPHENOL'}
N270,float,True,HEXABROMOCYCLODODECANE,'metadata': {'comment': 'HEXABROMOCYCLODODECANE'}
000106945,float,True,1-BROMOPROPANE,'metadata': {'comment': '1-BROMOPROPANE'}
000088722,float,True,O-NITROTOLUENE,'metadata': {'comment': 'O-NITROTOLUENE'}
N535,float,True,NONYLPHENOL ETHOXYLATES,'metadata': {'comment': 'NONYLPHENOL ETHOXYLATES'}
